CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP 2018 086115,2018-03-18 11:50:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086146,2018-03-18 12:15:00+00:00,Auto Theft,8,2018-03,2018-03-18
MP 2018 998638,2018-03-18 12:32:58+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086162,2018-03-18 13:30:00+00:00,Burglary,6,2018-03,2018-03-18
MP 2018 086165,2018-03-18 13:30:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086101,2018-03-18 14:00:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086167,2018-03-18 14:57:00+00:00,Auto Theft,8,2018-03,2018-03-18
MP 2018 086235,2018-03-18 15:01:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086259,2018-03-18 15:23:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086242,2018-03-18 15:28:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086335,2018-03-18 16:27:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 998630,2018-03-18 17:00:56+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086362,2018-03-18 17:10:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086377,2018-03-18 19:00:00+00:00,Assault,5,2018-03,2018-03-18
MP 2018 086287,2018-03-18 17:42:00+00:00,Assault,5,2018-03,2018-03-18
MP 2018 086338,2018-03-18 17:55:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086361,2018-03-18 18:04:00+00:00,Burglary,6,2018-03,2018-03-18
MP 2018 086275,2018-03-18 18:14:00+00:00,Burglary,6,2018-03,2018-03-18
MP 2018 086421,2018-03-18 18:53:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086447,2018-03-18 19:09:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 998629,2018-03-18 19:43:16+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086620,2018-03-18 22:55:00+00:00,Robbery,4,2018-03,2018-03-18
MP 2018 086598,2018-03-18 23:16:00+00:00,Robbery,4,2018-03,2018-03-18
MP 2018 086728,2018-03-18 23:33:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 086333,2018-03-18 23:45:00+00:00,Assault,5,2018-03,2018-03-18
MP 2018 086747,2018-03-18 23:55:00+00:00,Robbery,4,2018-03,2018-03-18
MP 2018 086750,2018-03-19 12:14:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 998627,2018-03-19 00:18:15+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 086850,2018-03-19 01:27:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 086825,2018-03-19 01:55:00+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 086880,2018-03-19 02:45:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 086995,2018-03-19 07:33:00+00:00,Assault,5,2018-03,2018-03-19
MP 2018 998626,2018-03-19 09:02:01+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 087015,2018-03-19 09:46:00+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 087052,2018-03-19 09:52:00+00:00,Auto Theft,8,2018-03,2018-03-19
MP 2018 087131,2018-03-19 10:45:00+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 087103,2018-03-19 10:30:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 087065,2018-03-19 10:51:00+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 087128,2018-03-19 10:56:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 087076,2018-03-19 11:05:00+00:00,Burglary,6,2018-03,2018-03-19
MP 2018 087142,2018-03-19 11:15:00+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998622,2018-03-19 12:15:50+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998621,2018-03-19 12:28:19+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998620,2018-03-19 12:36:10+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998618,2018-03-19 12:43:47+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998617,2018-03-19 12:44:44+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998616,2018-03-19 12:53:46+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998615,2018-03-19 13:01:05+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998614,2018-03-19 13:07:39+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998613,2018-03-19 14:02:19+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998611,2018-03-19 14:17:54+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998609,2018-03-19 15:12:29+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 086970,2018-03-19 15:56:00+00:00,Robbery,4,2018-03,2018-03-19
MP 2018 998607,2018-03-19 16:52:52+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 998606,2018-03-19 17:02:32+00:00,Larceny,7,2018-03,2018-03-19
MP 2018 116291,2018-04-13 13:41:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116499,2018-04-13 17:37:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116592,2018-04-13 18:16:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116338,2018-04-13 18:30:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116531,2018-04-13 18:37:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116545,2018-04-13 18:45:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116551,2018-04-13 19:20:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116557,2018-04-13 19:35:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116560,2018-04-13 19:40:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116482,2018-04-13 19:57:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116690,2018-04-13 20:09:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116700,2018-04-13 20:39:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116707,2018-04-13 09:56:00+00:00,Larceny,7,2018-04,2018-04-13
MP 2018 116731,2018-04-13 21:29:00+00:00,Assault,5,2018-04,2018-04-13
MP 2018 116532,2018-04-13 21:50:00+00:00,Burglary,6,2018-04,2018-04-13
MP 2018 116850,2018-04-13 23:00:00+00:00,Assault,5,2018-04,2018-04-13
MP 2018 116865,2018-04-13 23:15:00+00:00,Assault,5,2018-04,2018-04-13
MP 2018 116973,2018-04-14 00:15:00+00:00,Assault,5,2018-04,2018-04-14
MP 2018 116903,2018-04-14 00:15:00+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 116931,2018-04-14 00:35:00+00:00,Burglary,6,2018-04,2018-04-14
MP 2018 117052,2018-04-14 02:13:00+00:00,Robbery,4,2018-04,2018-04-14
MP 2018 117044,2018-04-14 03:10:00+00:00,Burglary,6,2018-04,2018-04-14
MP 2018 117188,2018-04-14 05:30:00+00:00,Burglary,6,2018-04,2018-04-14
MP 2018 115170,2018-04-14 07:45:00+00:00,Auto Theft,8,2018-04,2018-04-14
MP 2018 117220,2018-04-14 08:00:00+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 117225,2018-04-14 08:30:00+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 117234,2018-04-14 08:39:00+00:00,Auto Theft,8,2018-04,2018-04-14
MP 2018 117297,2018-04-14 10:45:00+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 998162,2018-04-14 13:51:37+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 998161,2018-04-14 14:21:49+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 998160,2018-04-14 14:43:28+00:00,Larceny,7,2018-04,2018-04-14
MP 2018 117409,2018-04-14 15:00:00+00:00,Auto Theft,8,2018-04,2018-04-14
MP 2018 123636,2018-04-20 04:40:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 123720,2018-04-20 08:50:00+00:00,Auto Theft,8,2018-04,2018-04-20
MP 2018 123983,2018-04-20 13:00:00+00:00,Robbery,4,2018-04,2018-04-20
MP 2018 124193,2018-04-20 18:00:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124312,2018-04-20 18:50:00+00:00,Burglary,6,2018-04,2018-04-20
MP 2018 124200,2018-04-20 18:54:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124448,2018-04-20 20:09:00+00:00,Assault,5,2018-04,2018-04-20
MP 2018 124398,2018-04-20 20:40:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124351,2018-04-20 21:00:00+00:00,Burglary,6,2018-04,2018-04-20
MP 2018 124306,2018-04-20 09:08:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124574,2018-04-20 21:25:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124474,2018-04-20 21:45:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 998077,2018-04-20 22:40:58+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124526,2018-04-20 23:35:00+00:00,Larceny,7,2018-04,2018-04-20
MP 2018 124602,2018-04-21 00:45:00+00:00,Robbery,4,2018-04,2018-04-21
MP 2018 124779,2018-04-21 01:00:00+00:00,Auto Theft,8,2018-04,2018-04-21
MP 2018 124760,2018-04-21 01:44:00+00:00,Auto Theft,8,2018-04,2018-04-21
MP 2018 124860,2018-04-21 01:52:00+00:00,Assault,5,2018-04,2018-04-21
MP 2018 124947,2018-04-21 02:45:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 124936,2018-04-21 04:00:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125042,2018-04-21 06:00:00+00:00,Robbery,4,2018-04,2018-04-21
MP 2018 125084,2018-04-21 08:50:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 998076,2018-04-21 08:59:59+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125065,2018-04-21 07:30:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125089,2018-04-21 09:30:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125142,2018-04-21 10:22:00+00:00,Burglary,6,2018-04,2018-04-21
MP 2018 125104,2018-04-21 10:35:00+00:00,Burglary,6,2018-04,2018-04-21
MP 2018 125159,2018-04-21 11:07:00+00:00,Burglary,6,2018-04,2018-04-21
MP 2018 998073,2018-04-21 13:01:26+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 998071,2018-04-21 13:33:29+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125354,2018-04-21 14:15:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125308,2018-04-21 14:31:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125357,2018-04-21 14:34:00+00:00,Burglary,6,2018-04,2018-04-21
MP 2018 125407,2018-04-21 15:11:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125398,2018-04-21 15:15:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125393,2018-04-21 15:15:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 125369,2018-04-21 16:16:00+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 998067,2018-04-21 16:29:36+00:00,Larceny,7,2018-04,2018-04-21
MP 2018 105761,2018-04-04 23:55:00+00:00,Auto Theft,8,2018-04,2018-04-04
MP 2018 107361,2018-04-05 12:55:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 108383,2018-04-06 12:06:00+00:00,Burglary,6,2018-04,2018-04-06
MP 2018 108589,2018-04-06 13:13:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108624,2018-04-06 14:35:00+00:00,Burglary,6,2018-04,2018-04-06
MP 2018 108577,2018-04-06 14:50:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108691,2018-04-06 15:23:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108799,2018-04-06 18:07:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108806,2018-04-06 18:13:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108877,2018-04-06 18:24:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108859,2018-04-06 18:33:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108878,2018-04-06 18:41:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108911,2018-04-06 18:55:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 108851,2018-04-06 19:00:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 108929,2018-04-06 19:55:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 109045,2018-04-06 20:23:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 109016,2018-04-06 20:40:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 109020,2018-04-06 20:51:00+00:00,Burglary,6,2018-04,2018-04-06
MP 2018 109006,2018-04-06 20:15:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 109061,2018-04-06 21:30:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 109270,2018-04-05 23:17:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 109070,2018-04-07 00:00:00+00:00,Assault,5,2018-04,2018-04-07
MP 2018 109219,2018-04-07 00:49:00+00:00,Burglary,6,2018-04,2018-04-07
MP 2018 109121,2018-04-07 01:41:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 998263,2018-04-07 02:02:13+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109420,2018-04-07 02:23:00+00:00,Assault,5,2018-04,2018-04-07
MP 2018 109446,2018-04-07 04:00:00+00:00,Assault,5,2018-04,2018-04-07
MP 2018 109437,2018-04-07 02:50:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109592,2018-04-07 07:21:00+00:00,Assault,5,2018-04,2018-04-07
MP 2018 109637,2018-04-07 08:15:00+00:00,Auto Theft,8,2018-04,2018-04-07
MP 2018 109625,2018-04-07 08:56:00+00:00,Burglary,6,2018-04,2018-04-07
MP 2018 109659,2018-04-07 09:30:00+00:00,Burglary,6,2018-04,2018-04-07
MP 2018 998262,2018-04-07 10:42:52+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109682,2018-04-07 11:13:00+00:00,Burglary,6,2018-04,2018-04-07
MP 2018 109701,2018-04-07 11:54:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109686,2018-04-07 12:01:00+00:00,Burglary,6,2018-04,2018-04-07
MP 2018 998261,2018-04-07 11:59:50+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109728,2018-04-07 12:06:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 998260,2018-04-07 12:11:35+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109773,2018-04-07 12:45:00+00:00,Auto Theft,8,2018-04,2018-04-07
MP 2018 109810,2018-04-07 13:25:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 998259,2018-04-07 13:10:15+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 109836,2018-04-07 14:05:00+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 998254,2018-04-07 15:43:26+00:00,Larceny,7,2018-04,2018-04-07
MP 2018 099798,2018-03-29 18:59:00+00:00,Larceny,7,2018-03,2018-03-29
MP 2018 100509,2018-03-30 09:00:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 100529,2018-03-30 09:16:00+00:00,Burglary,6,2018-03,2018-03-30
MP 2018 100690,2018-03-30 12:26:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 100783,2018-03-30 14:30:00+00:00,Rape,3,2018-03,2018-03-30
MP 2018 100962,2018-03-30 17:00:00+00:00,Burglary,6,2018-03,2018-03-30
MP 2018 100939,2018-03-30 16:48:00+00:00,Auto Theft,8,2018-03,2018-03-30
MP 2018 101003,2018-03-30 18:55:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 101140,2018-03-30 19:20:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 101212,2018-03-30 20:40:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 101315,2018-03-30 22:00:00+00:00,Robbery,4,2018-03,2018-03-30
MP 2018 100922,2018-03-30 22:00:00+00:00,Burglary,6,2018-03,2018-03-30
MP 2018 101350,2018-03-30 22:23:00+00:00,Auto Theft,8,2018-03,2018-03-30
MP 2018 101337,2018-03-30 22:39:00+00:00,Auto Theft,8,2018-03,2018-03-30
MP 2018 100956,2018-03-30 22:52:00+00:00,Larceny,7,2018-03,2018-03-30
MP 2018 101376,2018-03-30 23:01:00+00:00,Auto Theft,8,2018-03,2018-03-30
MP 2018 101401,2018-03-30 23:06:00+00:00,Assault,5,2018-03,2018-03-30
MP 2018 101184,2018-03-30 23:30:00+00:00,Assault,5,2018-03,2018-03-30
MP 2018 101436,2018-03-30 23:50:00+00:00,Robbery,4,2018-03,2018-03-30
MP 2018 101426,2018-03-30 23:53:00+00:00,Assault,5,2018-03,2018-03-30
MP 2018 101228,2018-03-31 00:46:00+00:00,Burglary,6,2018-03,2018-03-31
MP 2018 101527,2018-03-31 02:30:00+00:00,Burglary,6,2018-03,2018-03-31
MP 2018 101718,2018-03-31 04:43:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 100889,2018-03-31 07:24:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 101772,2018-03-31 08:25:00+00:00,Auto Theft,8,2018-03,2018-03-31
MP 2018 101856,2018-03-31 11:43:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 101909,2018-03-31 12:35:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 101960,2018-03-31 13:00:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 998394,2018-03-31 14:13:00+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 102064,2018-03-31 15:00:00+00:00,Auto Theft,8,2018-03,2018-03-31
MP 2018 998392,2018-03-31 19:00:36+00:00,Larceny,7,2018-03,2018-03-31
MP 2018 147261,2018-05-08 11:30:00+00:00,Auto Theft,8,2018-05,2018-05-08
MP 2018 150243,2018-05-10 14:56:00+00:00,Rape,3,2018-05,2018-05-10
MP 2018 156064,2018-05-15 05:45:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156274,2018-05-15 12:15:00+00:00,Rape,3,2018-05,2018-05-15
MP 2018 156615,2018-05-15 15:30:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156566,2018-05-15 16:35:00+00:00,Robbery,4,2018-05,2018-05-15
MP 2018 156712,2018-05-15 17:05:00+00:00,Assault,5,2018-05,2018-05-15
MP 2018 156793,2018-05-15 17:35:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156841,2018-05-15 19:00:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156859,2018-05-15 21:15:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156873,2018-05-15 21:23:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156839,2018-05-15 21:32:00+00:00,Burglary,6,2018-05,2018-05-15
MP 2018 156945,2018-05-15 21:29:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 156645,2018-05-15 22:12:00+00:00,Burglary,6,2018-05,2018-05-15
MP 2018 156905,2018-05-15 23:16:00+00:00,Larceny,7,2018-05,2018-05-15
MP 2018 157160,2018-05-15 23:40:00+00:00,Robbery,4,2018-05,2018-05-15
MP 2018 157177,2018-05-16 00:20:00+00:00,Assault,5,2018-05,2018-05-16
MP 2018 157371,2018-05-16 00:00:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 157172,2018-05-16 00:31:00+00:00,Assault,5,2018-05,2018-05-16
MP 2018 156919,2018-05-14 16:56:00+00:00,Larceny,7,2018-05,2018-05-14
MP 2018 157475,2018-05-16 03:17:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 157463,2018-05-16 03:56:00+00:00,Assault,5,2018-05,2018-05-16
MP 2018 157251,2018-05-16 04:00:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157493,2018-05-16 04:11:00+00:00,Burglary,6,2018-05,2018-05-16
MP 2018 157522,2018-05-16 06:01:00+00:00,Assault,5,2018-05,2018-05-16
MP 2018 157535,2018-05-16 06:02:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157542,2018-05-16 06:45:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 156655,2018-05-16 06:30:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157547,2018-05-16 07:24:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 151390,2018-05-16 08:09:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157555,2018-05-16 08:20:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157569,2018-05-16 08:15:00+00:00,Burglary,6,2018-05,2018-05-16
MP 2018 157601,2018-05-16 08:45:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 997597,2018-05-16 09:19:46+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997596,2018-05-16 09:26:14+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997595,2018-05-16 09:31:54+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157584,2018-05-16 09:45:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 997594,2018-05-16 09:42:15+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 153836,2018-05-13 06:30:00+00:00,Arson,10,2018-05,2018-05-13
MP 2018 997590,2018-05-16 11:35:49+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997589,2018-05-16 12:21:21+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997588,2018-05-16 12:23:08+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997587,2018-05-16 12:35:19+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157765,2018-05-16 12:42:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997585,2018-05-16 12:55:12+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157846,2018-05-16 13:53:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157878,2018-05-16 14:35:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157907,2018-05-16 15:02:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 997584,2018-05-16 15:26:28+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 157825,2018-05-16 15:40:00+00:00,Burglary,6,2018-05,2018-05-16
MP 2018 997583,2018-05-16 15:53:35+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997582,2018-05-16 16:09:52+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 997581,2018-05-16 17:16:10+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 158070,2018-05-16 17:35:00+00:00,Larceny,7,2018-05,2018-05-16
MP 2018 158127,2018-05-16 18:17:00+00:00,Auto Theft,8,2018-05,2018-05-16
MP 2018 132436,2018-04-27 11:56:00+00:00,Rape,3,2018-04,2018-04-27
MP 2018 134198,2018-04-28 21:17:00+00:00,Burglary,6,2018-04,2018-04-28
MP 2018 135927,2018-04-30 12:25:00+00:00,Larceny,7,2018-04,2018-04-30
MP 2018 137190,2018-05-01 14:53:00+00:00,Burglary,6,2018-05,2018-05-01
MP 2018 137688,2018-05-01 16:38:00+00:00,Larceny,7,2018-05,2018-05-01
MP 2018 138654,2018-05-02 10:36:00+00:00,Auto Theft,8,2018-05,2018-05-02
MP 2018 138818,2018-05-02 12:10:00+00:00,Burglary,6,2018-05,2018-05-02
MP 2018 138761,2018-05-02 11:21:00+00:00,Assault,5,2018-05,2018-05-02
MP 2018 138970,2018-05-02 14:27:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139045,2018-05-02 14:50:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139026,2018-05-02 14:20:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 138886,2018-05-02 15:00:00+00:00,Auto Theft,8,2018-05,2018-05-02
MP 2018 138987,2018-05-02 15:25:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139018,2018-05-02 15:30:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139145,2018-05-02 16:45:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139185,2018-05-02 17:55:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139268,2018-05-02 17:57:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139130,2018-05-02 18:12:00+00:00,Auto Theft,8,2018-05,2018-05-02
MP 2018 139292,2018-05-02 20:40:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139283,2018-05-02 18:32:00+00:00,Burglary,6,2018-05,2018-05-02
MP 2018 139483,2018-05-02 21:21:00+00:00,Assault,5,2018-05,2018-05-02
MP 2018 139412,2018-05-02 21:30:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139656,2018-05-02 21:42:00+00:00,Auto Theft,8,2018-05,2018-05-02
MP 2018 139200,2018-05-02 22:10:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 997865,2018-05-02 22:19:43+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139162,2018-05-02 22:20:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 997864,2018-05-02 22:22:14+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139727,2018-05-02 23:13:00+00:00,Larceny,7,2018-05,2018-05-02
MP 2018 139580,2018-05-02 23:50:00+00:00,Burglary,6,2018-05,2018-05-02
MP 2018 139773,2018-05-02 23:53:00+00:00,Assault,5,2018-05,2018-05-02
MP 2018 139101,2018-05-03 00:15:00+00:00,Burglary,6,2018-05,2018-05-03
MP 2018 139582,2018-05-03 01:10:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 139854,2018-05-03 01:38:00+00:00,Assault,5,2018-05,2018-05-03
MP 2018 139937,2018-05-03 02:01:00+00:00,Robbery,4,2018-05,2018-05-03
MP 2018 139845,2018-05-03 02:32:00+00:00,Robbery,4,2018-05,2018-05-03
MP 2018 139992,2018-05-03 03:13:00+00:00,Burglary,6,2018-05,2018-05-03
MP 2018 139911,2018-05-03 04:26:00+00:00,Robbery,4,2018-05,2018-05-03
MP 2018 140024,2018-05-03 04:46:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 139998,2018-05-03 05:07:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140066,2018-05-03 07:35:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140085,2018-05-03 08:17:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140116,2018-05-03 08:57:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 997863,2018-05-03 09:13:20+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140121,2018-05-03 09:26:00+00:00,Burglary,6,2018-05,2018-05-03
MP 2018 140122,2018-05-03 09:30:00+00:00,Robbery,4,2018-05,2018-05-03
MP 2018 140075,2018-05-03 10:45:00+00:00,Auto Theft,8,2018-05,2018-05-03
MP 2018 997862,2018-05-03 11:08:13+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 997860,2018-05-03 11:22:51+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140328,2018-05-03 12:25:00+00:00,Auto Theft,8,2018-05,2018-05-03
MP 2018 140451,2018-05-03 14:50:00+00:00,Burglary,6,2018-05,2018-05-03
MP 2018 140491,2018-05-03 14:45:00+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140476,2018-05-03 14:55:00+00:00,Assault,5,2018-05,2018-05-03
MP 2018 997857,2018-05-03 15:12:55+00:00,Larceny,7,2018-05,2018-05-03
MP 2018 140406,2018-05-03 15:42:00+00:00,Assault,5,2018-05,2018-05-03
